0, 0.2, 0.2, 0.2, 0.2, 0.2
0, 0.25, 0.2, 0.25, 0.25, 0.25
0, 0.3, 0.2, 0.3, 0.3, 0.3
0, 0.35, 0.2, 0.35, 0.35, 0.35
1, 0.2, 0.2, 0.2, 0.2, 0.2
1, 0.25, 0.2, 0.250857258093, 0.25, 0.250857258093
1, 0.3, 0.2, 0.301714516186, 0.3, 0.301714516186
1, 0.35, 0.2, 0.352571774279, 0.35, 0.352571774279
2, 0.2, 0.2, 0.2, 0.2, 0.2
2, 0.25, 0.2, 0.2516830131, 0.25, 0.2516830131
2, 0.3, 0.2, 0.3033660262, 0.3, 0.3033660262
2, 0.35, 0.2, 0.3550490393, 0.35, 0.3550490393
3, 0.2, 0.2, 0.2, 0.2, 0.2
3, 0.25, 0.2, 0.252476258966, 0.25, 0.252476258966
3, 0.3, 0.2, 0.304952517932, 0.3, 0.304952517932
3, 0.35, 0.2, 0.357428776898, 0.35, 0.357428776898
4, 0.2, 0.2, 0.2, 0.2, 0.2
4, 0.25, 0.2, 0.253236029243, 0.25, 0.253236029243
4, 0.3, 0.2, 0.306472058485, 0.3, 0.306472058485
4, 0.35, 0.2, 0.359708087728, 0.35, 0.359708087728
5, 0.2, 0.2, 0.2, 0.2, 0.2
5, 0.25, 0.2, 0.253961398267, 0.25, 0.253961398267
5, 0.3, 0.2, 0.307922796534, 0.3, 0.307922796534
5, 0.35, 0.2, 0.361884194801, 0.35, 0.361884194801
6, 0.2, 0.2, 0.2, 0.2, 0.2
6, 0.25, 0.2, 0.254651482289, 0.25, 0.254651482289
6, 0.3, 0.2, 0.309302964578, 0.3, 0.309302964578
6, 0.35, 0.2, 0.363954446866, 0.35, 0.363954446866
7, 0.2, 0.2, 0.2, 0.2, 0.2
7, 0.25, 0.2, 0.255305440547, 0.25, 0.255305440547
7, 0.3, 0.2, 0.310610881094, 0.3, 0.310610881094
7, 0.35, 0.2, 0.365916321641, 0.35, 0.365916321641
8, 0.2, 0.2, 0.2, 0.2, 0.2
8, 0.25, 0.2, 0.255922476294, 0.25, 0.255922476294
8, 0.3, 0.2, 0.311844952588, 0.3, 0.311844952588
8, 0.35, 0.2, 0.367767428882, 0.35, 0.367767428882
9, 0.2, 0.2, 0.2, 0.2, 0.2
9, 0.25, 0.2, 0.256501837767, 0.25, 0.256501837767
9, 0.3, 0.2, 0.313003675534, 0.3, 0.313003675534
9, 0.35, 0.2, 0.3695055133, 0.35, 0.3695055133
10, 0.2, 0.2, 0.2, 0.2, 0.2
10, 0.25, 0.2, 0.257042819103, 0.25, 0.257042819103
10, 0.3, 0.2, 0.314085638206, 0.3, 0.314085638206
10, 0.35, 0.2, 0.371128457308, 0.35, 0.371128457308
11, 0.2, 0.2, 0.2, 0.2, 0.2
11, 0.25, 0.2, 0.2575447612, 0.25, 0.2575447612
11, 0.3, 0.2, 0.315089522399, 0.3, 0.315089522399
11, 0.35, 0.2, 0.372634283599, 0.35, 0.372634283599
12, 0.2, 0.2, 0.2, 0.2, 0.2
12, 0.25, 0.2, 0.258007052518, 0.25, 0.258007052518
12, 0.3, 0.2, 0.316014105036, 0.3, 0.316014105036
12, 0.35, 0.2, 0.374021157554, 0.35, 0.374021157554
13, 0.2, 0.2, 0.2, 0.2, 0.2
